BioWare Version 5.3.2.9 Export
Device:	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6
0.300000	-0.031425	0.075487	1.226677	1.229399	-0.079860	-0.035872	-0.066570	-0.002929	-0.027960
0.305000	-0.031335	-0.080214	0.085374	0.121264	0.054621	-0.411176	-0.021406	4.784024	0.676935
0.310000	-0.109795	-0.002364	-0.238418	0.262495	-0.116720	-0.073976	0.027106	-0.032172	0.037143
0.315000	0.046495	-0.080394	-0.555671	0.563378	0.053017	0.136428	-0.009633	-0.032172	0.037143
0.320000	0.046765	-0.080274	-0.393504	0.404322	-0.242113	0.034861	-0.037803	-0.032172	0.037143
0.325000	0.124775	0.192652	0.902027	0.930772	-0.337000	0.174919	-0.009290	-0.226089	-0.336460
0.330000	0.046585	-0.041199	0.736073	0.738695	-0.115802	-0.067020	0.027376	0.058879	-0.120181
0.335000	-0.226540	0.036592	-0.556705	0.602146	0.048669	0.193265	-0.072416	-0.032172	0.037143
0.340000	0.007760	-0.119349	0.252023	0.278962	-0.323848	0.033620	-0.072512	-0.165574	-1.247854
0.345000	-0.070430	-0.197140	0.249774	0.325901	-0.067202	-0.038091	-0.003074	0.120329	-0.231908
0.350000	-0.070610	0.153697	1.222708	1.234351	0.086696	-0.105913	0.029408	0.054450	0.108048
0.355000	0.163780	-0.119110	-0.397990	0.446550	-0.070892	-0.232983	0.033549	-0.032172	0.037143
0.360000	0.320250	0.036831	-0.072825	0.330485	0.175901	0.249698	-0.027391	-0.032172	0.037143
0.365000	-0.187445	0.075786	0.090198	0.221393	0.047329	0.059019	-0.025267	-0.686494	0.561867
0.370000	-0.187535	-0.041080	0.573918	0.605176	-0.157967	-0.110671	0.019581	0.160663	-0.238100
0.375000	0.281155	0.231727	-0.394038	0.536667	0.250889	0.043710	-0.025382	-0.032172	0.037143
0.380000	-0.109615	0.036891	0.251667	0.276970	0.006942	0.028301	0.060182	-0.144627	0.064727
0.385000	0.085680	-0.002244	-1.043515	1.047029	-0.076310	-0.032229	0.009030	-0.032172	0.037143
0.390000	0.085860	-0.002304	-0.882738	0.886907	-0.033788	-0.066276	-0.047956	-0.032172	0.037143
0.395000	0.085770	-0.080155	0.087091	0.146171	0.222993	-0.134315	0.005085	1.510069	2.597611
0.400000	0.007760	-0.041259	-0.558942	0.560517	-0.031968	-0.001265	-0.039752	-0.032172	0.037143
0.405000	-0.031245	0.075786	-0.394550	0.402976	0.089222	0.235325	-0.025313	-0.032172	0.037143
0.410000	-0.148530	0.114682	-0.721971	0.745960	0.257256	0.230007	-0.019374	-0.032172	0.037143
0.415000	0.007490	-0.158125	-1.693519	1.700902	-0.069559	-0.171936	0.045708	-0.032172	0.037143
0.420000	0.007760	0.036651	1.060377	1.061038	0.133969	0.067309	-0.056113	-0.095648	0.163485
0.425000	-0.031515	-0.197080	-1.047128	1.065979	-0.235755	-0.104962	0.043748	-0.032172	0.037143
0.430000	-0.109345	0.192891	1.227013	1.246886	0.168022	-0.039428	0.015663	-0.000039	0.174079
0.435000	0.046585	0.153577	1.387112	1.396365	-0.124596	0.001449	-0.013528	-0.033217	-0.052681
0.440000	-0.070520	0.192771	-0.073172	0.217917	0.253381	-0.106777	0.033669	-0.032172	0.037143
0.445000	0.124775	-0.041140	0.736065	0.747698	0.136801	-0.200313	0.023420	0.239969	0.222999
0.450000	0.163690	-0.119349	-0.395587	0.444441	0.181634	0.107034	-0.011640	-0.032172	0.037143
0.455000	0.085770	-0.041199	-0.069886	0.118059	-0.074894	0.104420	-0.003095	-0.032172	0.037143
0.460000	-0.031245	0.114801	0.408994	0.425948	0.131484	-0.138898	-0.017120	0.307436	0.358624
0.465000	-0.031245	-0.041080	-0.236858	0.242416	-0.368769	-0.274526	-0.000772	-0.032172	0.037143
0.470000	0.085860	0.192592	0.734002	0.763690	-0.040528	-0.133661	-0.056111	0.149927	-0.018072
0.475000	0.202875	-0.080155	-0.721954	0.754189	-0.240684	0.040967	0.015203	-0.032172	0.037143
0.480000	-0.305090	-0.158364	-0.399887	0.527322	-0.068342	-0.048075	0.020919	-0.032172	0.037143
0.485000	0.163690	-0.158185	0.250644	0.338584	-0.321898	-0.028093	0.029288	0.079911	-1.247139
0.490000	0.085680	0.036711	1.223400	1.226946	0.006992	-0.099360	0.000850	0.049044	0.042858
0.495000	0.046405	0.036711	1.545811	1.546943	0.176216	-0.033048	0.051626	-0.010793	0.151139
0.500000	0.085230	0.036592	0.737807	0.743615	-0.456546	0.003178	0.069632	-0.036479	-0.581644
0.505000	0.007850	-0.002423	0.252359	0.252493	-0.075947	0.033263	-0.100986	-0.163979	-0.263805
0.510000	0.046405	-0.041319	-0.232906	0.241051	-0.032594	0.000539	0.035240	-0.032172	0.037143
0.515000	0.007580	-0.041259	1.713665	1.714178	-0.117101	0.204276	0.000860	-0.151376	-0.031190
0.520000	0.046585	-0.080513	0.411763	0.422139	-0.198511	-0.135125	-0.062686	0.295991	-0.444957
0.525000	-0.031785	0.231428	-1.042670	1.068518	0.419545	0.030301	0.014679	-0.032172	0.037143
0.530000	-0.148710	-0.080274	-0.395931	0.430488	0.179942	-0.041912	0.013020	-0.032172	0.037143
0.535000	0.124415	-0.275290	-1.045758	1.088518	0.019699	-0.166962	0.039111	-0.032172	0.037143
0.540000	-0.031425	-0.002423	-0.076429	0.082673	-0.243245	-0.172595	-0.050209	-0.032172	0.037143
0.545000	-0.031515	0.036532	-0.887222	0.888533	0.050285	-0.139415	-0.038084	-0.032172	0.037143
0.550000	0.007310	-0.041379	0.086748	0.096389	0.137350	-0.069355	0.029031	0.767318	1.620459
0.555000	-0.109975	-0.041379	0.900643	0.908275	-0.158404	0.165003	0.059525	-0.215378	-0.138735
0.560000	-0.070520	-0.158304	0.088995	0.194816	-0.027350	-0.208355	-0.023696	2.309028	-0.270174
0.565000	0.202965	-0.080394	0.250630	0.332376	0.096162	-0.095166	-0.070598	0.347536	0.420823
0.570000	0.202875	0.075547	0.901149	0.926788	0.173505	0.041223	-0.050267	-0.077917	0.229681
0.575000	0.358896	-0.080155	-0.399558	0.543026	0.433753	-0.157712	0.055769	-0.032172	0.037143
0.580000	0.124955	0.075547	0.575988	0.594209	-0.247608	-0.029608	-0.090855	0.019231	-0.392740
0.585000	0.124865	-0.196961	-0.559637	0.606282	0.142879	-0.200924	0.035836	-0.032172	0.037143
0.590000	-0.343825	-0.002125	-0.557218	0.654761	-0.034558	-0.287881	0.031753	-0.032172	0.037143
0.595000	0.007670	-0.158065	-0.397818	0.428138	-0.069250	-0.171315	0.021470	-0.032172	0.037143
0.600000	-0.187625	0.114562	-0.720411	0.753206	0.003625	0.024633	-0.041957	-0.032172	0.037143
0.605000	0.046675	0.114682	0.087961	0.151880	-0.038094	-0.135519	-0.009279	1.508501	-0.395939
0.610000	-0.148260	-0.041319	2.199271	2.204650	-0.074805	0.164014	-0.096691	-0.106749	0.003130
0.615000	0.046765	-0.002065	0.737623	0.739107	-0.117720	0.069163	0.027704	-0.125936	-0.122451
0.620000	0.085860	-0.002125	-0.880673	0.884851	0.049988	0.069792	0.001166	-0.032172	0.037143
0.625000	-0.109435	-0.197080	0.093469	0.244035	0.141897	0.198322	0.003159	-2.153955	1.555256
0.630000	0.164050	-0.080035	-0.396617	0.436604	0.095790	-0.097050	-0.002802	-0.032172	0.037143
0.635000	-0.226630	-0.002184	-1.044551	1.068856	0.008099	-0.181317	0.005192	-0.032172	0.037143
0.640000	0.007760	0.192652	0.090364	0.212933	0.211225	0.202907	-0.039714	-2.277603	2.374630
0.645000	0.202785	-0.080274	-0.721962	0.754185	0.011927	-0.095536	0.002762	-0.032172	0.037143
0.650000	0.007760	0.037010	1.061411	1.062085	0.133507	-0.000723	0.042130	-0.031491	0.162926
0.655000	-0.148710	-0.236036	0.088125	0.292564	0.228936	-0.211960	0.062116	2.373049	2.634999
0.660000	-0.187625	0.114741	-0.396781	0.453657	-0.164847	-0.043039	0.007165	-0.032172	0.037143
0.665000	0.046495	0.192532	0.093133	0.218871	-0.126773	0.205076	-0.001402	-2.234140	-1.324054
0.670000	0.163780	-0.119110	0.253915	0.324783	-0.240119	0.108015	0.033549	-0.457571	-0.908523
0.675000	0.124685	-0.158185	-0.883778	0.906440	0.141693	0.071163	0.019146	-0.032172	0.037143
0.680000	0.124775	0.114741	-0.392990	0.427990	-0.166011	0.037951	0.007071	-0.032172	0.037143
0.685000	-0.031245	0.036771	0.578740	0.580748	-0.078092	0.168017	-0.033507	-0.322486	-0.097792
0.690000	-0.109255	-0.197260	-0.232033	0.323555	-0.363262	0.198870	-0.086574	-0.032172	0.037143
0.695000	-0.187625	-0.041319	-0.069200	0.204204	0.009253	0.161171	-0.025608	-0.032172	0.037143
0.700000	-0.187715	-0.002364	-0.071621	0.200928	0.261068	0.024594	-0.013482	-0.032172	0.037143
0.705000	-0.031605	0.075547	1.386589	1.389005	0.047112	-0.138148	-0.009584	0.067459	0.071120
0.710000	0.163780	0.348772	0.738130	0.832647	0.204599	-0.062647	0.049998	0.052700	0.314329
0.715000	0.124955	-0.041259	0.252531	0.284759	-0.074310	0.106133	-0.049940	-0.452449	-0.257117
0.720000	0.124685	0.036711	-0.720765	0.732391	0.260050	0.241246	0.010991	-0.032172	0.037143
0.725000	-0.031245	0.075667	-0.234456	0.248337	-0.037076	-0.138820	-0.058061	-0.032172	0.037143
0.730000	0.085860	-0.118990	-0.237904	0.279515	-0.027841	-0.066062	0.025708	-0.032172	0.037143
0.735000	0.163960	-0.002065	0.249596	0.298639	0.093398	-0.028734	0.017516	0.082950	0.411341
0.740000	0.280975	-0.080035	0.413819	0.506556	0.137859	-0.125947	0.047928	0.272180	0.370282
0.745000	0.085860	0.114741	1.547716	1.554336	-0.080530	-0.099063	-0.023376	0.031834	-0.014888
0.750000	0.281065	-0.002244	-0.886366	0.929864	0.220025	-0.194884	-0.021487	-0.032172	0.037143
0.755000	-0.148350	0.153876	-0.716097	0.747316	-0.167660	0.230816	-0.002671	-0.032172	0.037143
0.760000	-0.109435	0.075846	0.737279	0.749206	-0.121004	-0.073379	0.011390	0.067355	-0.126979
0.765000	-0.031335	-0.080095	0.414520	0.423348	-0.199245	-0.002107	0.011341	-0.027089	-0.443521
0.770000	0.046585	-0.041199	-0.236691	0.244725	-0.200076	-0.135451	0.027376	-0.032172	0.037143
0.775000	-0.109255	-0.080155	-0.394889	0.417491	-0.073117	0.028173	-0.045621	-0.032172	0.037143
0.780000	-0.031425	0.075846	1.066575	1.069730	0.299034	0.201774	0.031672	-0.221351	0.317512
0.785000	-0.070520	-0.197140	-0.560327	0.598167	0.143424	-0.004765	0.017232	-0.032172	0.037143
0.790000	-0.031425	0.036831	0.253043	0.257633	0.090549	-0.104702	0.023479	0.381598	0.394984
0.795000	-0.031065	0.231727	1.713142	1.729023	0.040215	0.066300	-0.065900	-0.070873	0.060618
0.800000	-0.031065	-0.080214	-0.558422	0.565009	-0.114916	-0.070780	-0.082324	-0.032172	0.037143
0.805000	-0.148530	-0.041379	0.252185	0.295585	0.009569	-0.245533	-0.052146	0.941452	0.075086
0.810000	0.280975	0.036831	-0.236183	0.368898	0.049465	-0.058133	0.023386	-0.032172	0.037143
0.815000	0.085590	0.075667	-0.559801	0.571339	-0.120949	-0.134104	0.012975	-0.032172	0.037143
0.820000	-0.226540	-0.158245	0.091735	0.291165	0.477859	0.124907	-0.047887	-1.393785	5.246284
0.825000	-0.109525	-0.080155	1.061411	1.070053	0.138311	-0.005531	0.015297	-0.026961	0.167452
0.830000	0.046855	0.075786	-0.233262	0.249700	0.299801	0.000050	-0.025337	-0.032172	0.037143
0.835000	-0.109435	0.075786	-0.233604	0.268869	0.215749	0.061819	-0.004984	-0.032172	0.037143
0.840000	-0.031335	-0.002184	0.091060	0.096325	0.050033	-0.070682	-0.005020	0.744035	0.586594
0.845000	0.085950	-0.041199	0.738491	0.744617	-0.285251	-0.133147	-0.043707	0.148124	-0.349119
0.850000	0.163870	0.192831	-0.235839	0.345915	0.043158	0.073204	0.029667	-0.032172	0.037143
0.855000	0.163780	-0.197319	0.577875	0.632217	0.015961	0.107798	-0.031959	-0.218714	0.064764
0.860000	-0.070340	-0.080274	0.739166	0.746832	0.137779	0.064037	-0.047921	-0.118807	0.223541
0.865000	0.085680	0.075607	-0.234451	0.260815	-0.205717	-0.201842	-0.023705	-0.032172	0.037143
0.870000	0.280885	-0.080274	-0.071087	0.300656	-0.241532	0.044566	0.002738	-0.032172	0.037143
0.875000	0.202875	-0.041140	-1.207404	1.225021	0.220679	-0.130090	0.023397	-0.032172	0.037143
0.880000	-0.031155	-0.119229	-0.398160	0.416795	-0.154895	-0.104730	-0.070212	-0.032172	0.037143
0.885000	0.046945	-0.080394	-1.854294	1.856629	-0.199227	0.068050	-0.111163	-0.032172	0.037143
0.890000	0.046495	-0.314305	0.252701	0.405964	0.020893	-0.033330	-0.009671	0.099723	0.119822
0.895000	0.124955	-0.002184	-0.232561	0.264014	-0.034109	0.139897	-0.025373	-0.032172	0.037143
0.900000	-0.031155	-0.041199	-0.395417	0.398776	0.262437	-0.037201	-0.053825	-0.032172	0.037143
0.905000	-0.070520	0.114741	1.549959	1.555799	-0.165344	0.030846	0.017283	-0.052073	-0.069533
0.910000	-0.031335	-0.158304	-0.233434	0.283784	0.309354	-0.071224	-0.054166	-0.032172	0.037143
0.915000	-0.070340	-0.119110	-0.070234	0.155138	0.012890	0.234012	-0.006993	-0.032172	0.037143
0.920000	0.046855	-0.080274	-0.558434	0.566116	0.222372	0.068046	-0.058109	-0.032172	0.037143
0.925000	-0.148440	0.075906	0.250300	0.300743	-0.331585	-0.177028	0.017622	0.675093	-1.287608
0.930000	0.085770	-0.041140	0.740901	0.746982	-0.201380	0.139051	0.013279	-0.219850	-0.234662
0.935000	-0.148530	0.075846	0.095032	0.191950	-0.206892	0.197263	0.021554	-2.107927	-2.139939
0.940000	0.085770	-0.197140	0.572183	0.611240	0.185986	-0.168079	-0.003120	0.261578	0.362189
0.945000	-0.109255	-0.158125	-0.233244	0.302230	-0.196537	-0.209797	-0.045634	-0.032172	0.037143
0.950000	0.007760	-0.119349	1.710213	1.714390	0.055281	-0.136390	-0.072512	0.047578	0.069467
0.955000	-0.226450	0.036771	0.254430	0.342588	-0.162413	0.091908	-0.043601	-0.393403	-0.601198
0.960000	0.007670	-0.002244	0.092091	0.092437	0.134267	0.135017	-0.011252	-1.498298	1.495131
0.965000	-0.031155	-0.041080	-0.073680	0.089927	0.010229	-0.172870	-0.021078	-0.032172	0.037143
0.970000	0.124865	-0.002423	-0.233420	0.264730	-0.118286	0.003863	-0.070562	-0.032172	0.037143
0.975000	-0.070250	-0.119110	-1.206710	1.214607	0.055412	0.063172	-0.027299	-0.032172	0.037143
0.980000	0.046765	-0.041259	0.575983	0.579349	-0.074176	0.035002	-0.029610	-0.092942	-0.091639
0.985000	-0.070610	0.153637	0.254258	0.305347	-0.167249	0.030228	0.013034	-0.151061	-0.620651
0.990000	0.085500	-0.080155	0.575480	0.587292	-0.493964	-0.098933	0.066004	0.139742	-0.821209
0.995000	0.007760	0.114622	-0.069880	0.134468	-0.249925	0.033405	-0.056100	-0.032172	0.037143
1.000000	0.046585	0.114801	-1.041964	1.049304	-0.081422	0.102343	0.043774	-0.032172	0.037143
1.005000	-0.031335	-0.119110	-0.883591	0.892133	-0.281829	-0.274926	0.003148	-0.032172	0.037143
1.010000	-0.226360	-0.041140	-1.366966	1.386192	-0.074849	0.022902	-0.047546	-0.032172	0.037143
1.015000	0.047125	0.114861	-0.393510	0.412630	-0.081471	0.102691	-0.061688	-0.032172	0.037143
1.020000	-0.148710	-0.236155	-0.395231	0.483830	-0.150773	0.094732	0.029369	-0.032172	0.037143
1.025000	0.085770	0.036771	0.739686	0.745550	0.048434	0.002514	-0.003083	-0.035571	0.102623
1.030000	0.046765	-0.119110	-0.071277	0.146474	0.265944	0.170345	0.003125	-0.032172	0.037143
1.035000	0.124775	0.036831	0.250286	0.282079	0.091266	-0.234510	0.023432	0.904797	0.401790
1.040000	0.085770	0.075786	0.253045	0.277726	0.004989	0.104418	0.005111	-0.444819	0.056858
1.045000	-0.070430	-0.002244	0.416240	0.422163	-0.118743	-0.003781	-0.011229	-0.023089	-0.248130
1.050000	0.007490	-0.002125	-0.073160	0.073573	-0.075913	-0.239210	0.062107	-0.032172	0.037143
1.055000	0.007670	0.114921	-0.072135	0.135901	0.172162	0.032712	0.046075	-0.032172	0.037143
1.060000	0.202785	0.114861	-0.881017	0.911321	0.045102	-0.061552	0.060101	-0.032172	0.037143
1.065000	-0.109165	-0.041140	-0.718690	0.728097	0.093703	0.027779	-0.057734	-0.032172	0.037143
1.070000	-0.070520	0.037010	0.577011	0.582481	0.090810	0.029978	0.082765	-0.084125	0.194523
1.075000	0.085860	-0.158125	-0.235485	0.296359	-0.195686	-0.133803	-0.015233	-0.032172	0.037143
1.080000	-0.109615	-0.041080	-0.071259	0.137043	-0.243183	-0.039513	0.060170	-0.032172	0.037143
1.085000	-0.148710	-0.002184	1.064530	1.074869	-0.371442	0.061766	0.045780	-0.090194	-0.311782
1.090000	-0.070430	-0.080095	-0.883080	0.889498	-0.114652	-0.004507	0.021506	-0.032172	0.037143
1.095000	-0.031605	-0.002184	0.251322	0.253311	0.008454	-0.104638	0.055898	0.384179	0.070783
1.100000	0.085950	0.075846	-0.720755	0.729814	0.005123	-0.100288	-0.019128	-0.032172	0.037143
1.105000	-0.070250	-0.080035	-1.043178	1.048600	0.179575	-0.038984	-0.002732	-0.032172	0.037143
1.110000	0.203145	0.036831	-0.231533	0.310213	0.132487	0.142887	-0.037509	-0.032172	0.037143
1.115000	0.085860	0.153697	1.871682	1.879943	0.002104	-0.167096	-0.031557	0.057104	0.038268
1.120000	0.085770	-0.041199	-0.234112	0.252710	-0.032195	0.002115	-0.003095	-0.032172	0.037143
1.125000	-0.226540	-0.119110	0.409684	0.483062	0.140537	-0.351074	-0.006946	0.824768	0.380180
1.130000	-0.070250	-0.041259	-0.721956	0.726538	-0.158315	-0.174546	-0.060034	-0.032172	0.037143
1.135000	0.085860	-0.119229	-0.070915	0.163146	-0.239890	0.104639	-0.039788	-0.032172	0.037143
1.140000	-0.070520	0.231846	-0.070584	0.252404	0.167055	0.165682	0.058236	-0.032172	0.037143
1.145000	0.007850	0.075906	-0.067649	0.101979	0.004133	0.305361	-0.002731	-0.032172	0.037143
1.150000	0.085860	0.036950	0.251672	0.268470	-0.161703	-0.031500	0.025733	0.092991	-0.605372
1.155000	-0.109525	-0.080035	-0.720069	0.732735	0.095656	-0.040342	0.048044	-0.032172	0.037143
1.160000	0.007490	-0.119170	-2.019906	2.023432	0.098025	-0.240477	0.037528	-0.032172	0.037143
1.165000	-0.070340	0.036950	-0.393174	0.401122	0.174419	0.097514	0.025779	-0.032172	0.037143
1.170000	-0.070430	0.231787	0.743136	0.781624	-0.044779	0.132468	0.021556	-0.210428	-0.023113
1.175000	0.359345	-0.041259	-0.394541	0.535251	-0.159302	-0.088607	-0.070316	-0.032172	0.037143
1.180000	0.046675	-0.002065	2.032458	2.032995	0.051009	-0.202756	0.048010	0.067587	0.062241
1.185000	-0.148440	-0.080155	-0.720235	0.739728	-0.073026	-0.177822	-0.015150	-0.032172	0.037143
1.190000	0.007850	-0.080095	-0.073496	0.108989	-0.325412	-0.238833	-0.019129	-0.032172	0.037143
1.195000	0.007670	-0.080155	-1.043857	1.046958	-0.157168	0.032749	0.005109	-0.032172	0.037143
1.200000	-0.030975	0.036831	-1.040235	1.041348	-0.247137	0.235592	-0.078051	-0.032172	0.037143
1.205000	0.086040	0.036831	-0.395581	0.406502	0.006587	0.036035	-0.047627	-0.032172	0.037143
1.210000	0.125045	-0.001945	-0.556013	0.569904	-0.034252	0.207826	0.019816	-0.032172	0.037143
1.215000	-0.109345	0.075846	-0.073508	0.152028	0.005480	-0.108007	-0.008916	-0.032172	0.037143
1.220000	0.085950	-0.041140	-0.716447	0.722756	0.008889	0.172100	-0.027333	-0.032172	0.037143
