BioWare Version 5.3.2.9 Export
Device:	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6	arial 9260AA6
0.300000	0.121369	-0.019601	-0.270149	0.296809	-0.040081	0.026458	-0.005985	-0.030633	0.001961
0.305000	0.082095	-0.058735	-0.103853	0.144827	-0.166034	0.195404	0.003851	-0.030633	0.001961
0.310000	-0.034921	-0.019660	0.057266	0.069895	-0.041065	0.088376	-0.002006	-1.573889	-0.715136
0.315000	0.121279	-0.058735	0.378480	0.401753	-0.123158	-0.177281	-0.026619	0.437770	-0.323440
0.320000	0.160285	0.019355	0.057774	0.171475	0.210075	0.164087	0.016282	-2.870776	3.638111
0.325000	-0.347231	0.136340	0.212192	0.429166	-0.256204	-0.230547	-0.005819	1.055871	-1.205458
0.330000	0.199380	0.058370	-0.269813	0.340527	0.209417	0.029296	0.014310	-0.030633	0.001961
0.335000	-0.073926	-0.175601	0.540457	0.573057	0.092392	-0.151485	-0.012172	0.249659	0.172912
0.340000	-0.074016	0.097206	-0.917225	0.925326	-0.045182	0.086228	-0.016383	-0.030633	0.001961
0.345000	0.082364	0.136400	0.381056	0.413028	0.121402	0.229213	0.000273	-0.632154	0.320556
0.350000	0.121549	0.097265	-0.108695	0.189867	0.334394	-0.076126	-0.071139	-0.030633	0.001961
0.355000	0.043269	-0.058377	-0.754728	0.758218	0.087409	0.056913	0.051341	-0.030633	0.001961
0.360000	0.355400	-0.058795	0.706584	0.793112	-0.123963	0.172919	-0.002451	-0.275358	-0.173479
0.365000	0.004354	-0.097451	0.052610	0.110831	0.047745	-0.046409	-0.003674	0.851509	0.909489
0.370000	0.121279	0.019235	-1.079894	1.086853	-0.168243	0.060291	-0.026607	-0.030633	0.001961
0.375000	-0.113021	0.019355	0.219599	0.247734	-0.169102	0.119480	0.006211	-0.574714	-0.768091
0.380000	-0.074016	-0.097451	0.379861	0.399086	-0.205892	0.087133	0.057268	-0.260014	-0.540059
0.385000	0.004354	0.019415	0.865290	0.865518	0.000208	0.056221	-0.028216	-0.095606	0.002202
0.390000	-0.152296	0.214251	0.217370	0.341097	-0.513528	0.050232	0.048832	-0.261724	-2.360500
0.395000	0.121279	0.370251	-0.919812	0.998924	0.028348	-0.178223	0.014384	-0.030633	0.001961
0.400000	0.082364	-0.097631	0.862030	0.871442	-0.415659	-0.212317	-0.032512	0.215666	-0.480225
0.405000	-0.074016	0.097206	0.217522	0.249486	0.081208	0.120643	-0.016383	-0.585255	0.375291
0.410000	-0.034741	-0.058616	0.865804	0.868481	0.087505	0.054510	-0.034437	-0.093591	0.103029
0.415000	0.082364	-0.019720	0.215963	0.231976	0.338921	-0.145620	-0.048874	0.643650	1.571306
0.420000	-0.152206	-0.058616	0.053644	0.171698	0.045705	-0.120860	0.036669	2.222360	0.853960
0.425000	0.160554	0.253266	0.867016	0.917408	-0.094328	-0.005261	-0.044598	-0.024564	-0.106835
0.430000	-0.035191	0.097325	0.536666	0.546553	0.082367	-0.218078	0.067118	0.375725	0.155440
0.435000	0.004264	-0.019601	-0.268079	0.268828	-0.124940	0.089909	-0.016103	-0.030633	0.001961
0.440000	-0.034741	0.058310	0.055195	0.087484	0.040597	0.020131	-0.042605	-0.395366	0.737484
0.445000	-0.151936	-0.097451	-0.915496	0.933121	-0.206113	0.219462	0.016679	-0.030633	0.001961
0.450000	-0.074016	0.058310	-1.242913	1.246480	-0.127550	-0.049983	0.008172	-0.030633	0.001961
0.455000	0.121729	-0.019541	-1.402323	1.407732	0.170050	0.195834	-0.070835	-0.030633	0.001961
0.460000	0.004174	-0.019481	-0.269457	0.270193	-0.124587	0.021799	0.036951	-0.030633	0.001961
0.465000	0.082274	0.136280	0.540109	0.563080	0.164195	-0.009089	-0.012169	-0.013805	0.305964
0.470000	-0.034651	0.136340	0.219935	0.261076	0.078797	0.122331	-0.046525	-0.586849	0.360233
0.475000	0.043179	-0.175422	0.376582	0.417673	-0.033470	-0.180666	0.047067	0.449120	-0.086917
0.480000	0.082274	-0.214556	-0.594974	0.637807	-0.200506	-0.043142	-0.004038	-0.030633	0.001961
0.485000	-0.034651	-0.136646	0.540287	0.558375	0.006787	-0.013629	-0.071130	-0.005407	0.014522
0.490000	0.004264	0.019474	0.215977	0.216895	-0.083935	-0.080139	0.008464	0.340419	-0.386666
0.495000	-0.191211	0.097325	-0.755592	0.785464	0.165482	-0.020915	0.026553	-0.030633	0.001961
0.500000	0.160285	0.019355	-0.429903	0.459220	0.252640	0.129707	0.016282	-0.030633	0.001961
0.505000	0.004444	-0.019481	-0.592236	0.592573	0.380670	0.089012	-0.023967	-0.030633	0.001961
0.510000	-0.112931	-0.058616	-0.109361	0.167777	-0.333248	-0.152833	-0.014108	-0.030633	0.001961
0.515000	0.160464	0.136221	0.380197	0.434574	0.037223	0.096385	-0.048872	-0.284147	0.099865
0.520000	0.043179	-0.136526	-0.592909	0.609955	-0.119922	0.091323	0.022513	-0.030633	0.001961
0.525000	0.043089	-0.097571	-1.077663	1.082928	0.089017	0.329037	0.034638	-0.030633	0.001961
0.530000	0.043179	-0.097451	0.705886	0.713888	0.130766	0.227788	0.047080	-0.353331	0.187211
0.535000	-0.229766	0.019355	1.350216	1.369763	-0.210280	-0.123027	-0.085131	0.060484	-0.153777
0.540000	0.004174	0.058370	-0.916699	0.918565	-0.296778	-0.046305	0.004216	-0.030633	0.001961
0.545000	0.082274	0.058549	0.378310	0.391556	-0.211974	-0.042634	0.053314	0.082064	-0.558358
0.550000	-0.152026	0.058489	-1.242741	1.253371	-0.127512	0.014887	0.037010	-0.030633	0.001961
0.555000	-0.034831	-0.136586	-0.106960	0.176945	0.006428	-0.013925	-0.014144	-0.030633	0.001961
0.560000	-0.190851	0.058489	-1.081629	1.099893	0.167702	-0.021120	-0.013743	-0.030633	0.001961
0.565000	-0.151756	0.058310	0.545110	0.568836	0.081861	0.253850	-0.073029	-0.496318	0.152134
0.570000	0.121279	0.175295	-1.402483	1.418590	-0.175268	-0.007885	0.006166	-0.030633	0.001961
0.575000	0.004354	0.019295	0.052616	0.056211	-0.125684	-0.114225	-0.060963	2.140297	-2.386762
0.580000	0.043089	-0.019541	0.382618	0.385532	-0.209803	0.228147	0.051024	-0.626911	-0.546375
0.585000	0.043089	-0.097571	-0.271014	0.291248	0.047571	-0.044965	0.034638	-0.030633	0.001961
0.590000	0.121549	0.019295	0.860632	0.869387	0.169797	-0.279685	-0.071151	0.294344	0.199255
0.595000	-0.191121	-0.136526	1.191142	1.214079	0.343215	0.115987	0.022583	-0.128007	0.290100
0.600000	-0.073836	0.058370	0.865118	0.870222	-0.001433	-0.015054	-0.016067	-0.013231	0.000304
0.605000	0.160105	0.019175	-0.594293	0.615781	0.042696	0.095826	0.007773	-0.030633	0.001961
0.610000	0.199290	-0.019601	-0.751628	0.777847	0.169155	0.131345	0.034604	-0.030633	0.001961
0.615000	-0.229946	-0.019660	-0.271700	0.356487	-0.039765	-0.124121	-0.052712	-0.030633	0.001961
0.620000	-0.034561	0.214370	1.189611	1.209266	-0.260750	-0.012901	-0.050445	-0.019788	-0.217228
0.625000	-0.073656	0.097445	-0.428685	0.445748	-0.088250	-0.015478	-0.032112	-0.030633	0.001961
0.630000	0.121369	-0.019601	1.189764	1.196099	0.338779	0.060693	-0.005985	-0.081645	0.286706
0.635000	0.043269	-0.136526	0.542867	0.561441	0.174663	0.125525	0.002207	-0.261859	0.323703
0.640000	-0.230126	0.136400	-0.919646	0.957764	0.206623	-0.056746	0.020672	-0.030633	0.001961
0.645000	0.121369	-0.136586	-1.076450	1.091848	-0.078429	0.264468	-0.014190	-0.030633	0.001961
0.650000	0.199380	-0.136646	0.860473	0.893778	-0.245103	-0.275879	-0.010282	0.289981	-0.282886
0.655000	0.043089	0.097445	0.376926	0.391695	-0.044568	-0.044532	0.059230	0.087512	-0.116280
0.660000	0.004174	-0.019601	-0.755928	0.756194	-0.082420	-0.012543	0.004203	-0.030633	0.001961
0.665000	0.043269	-0.058556	1.351933	1.353892	-0.038712	0.160227	0.002219	-0.149150	-0.026674
0.670000	-0.073836	0.097325	-1.567749	1.572502	0.039718	0.017658	-0.024247	-0.030633	0.001961
0.675000	0.160554	0.019534	-0.916360	0.930524	-0.126454	0.164060	0.004485	-0.030633	0.001961
0.680000	0.043269	0.097385	0.216155	0.240996	-0.255727	-0.078286	0.002244	0.331543	-1.181110
0.685000	0.316485	0.253266	1.030374	1.107238	0.032109	0.307352	0.016273	-0.328924	0.033123
0.690000	-0.073926	0.019415	-0.270842	0.281420	0.042820	0.018306	0.012420	-0.030633	0.001961
0.695000	0.082364	0.058370	-0.271344	0.289514	-0.380160	-0.110809	-0.016113	-0.030633	0.001961
0.700000	-0.113201	0.058250	-0.430932	0.449344	0.082851	0.118710	0.022269	-0.030633	0.001961
0.705000	0.238565	0.019415	0.705033	0.744555	-0.126856	0.031953	-0.007980	-0.075954	-0.177968
0.710000	0.082184	0.019295	0.054344	0.100399	-0.294596	0.025395	-0.000068	-0.497924	-5.418940
0.715000	-0.191031	-0.058616	-0.433675	0.477496	-0.332889	0.047990	-0.014084	-0.030633	0.001961
0.720000	0.082364	-0.019541	-0.105415	0.135196	0.169958	0.194871	0.000248	-0.030633	0.001961
0.725000	0.082095	-0.019660	-1.082137	1.085425	-0.081834	-0.077636	0.028418	-0.030633	0.001961
0.730000	0.004174	0.058250	-0.431454	0.435388	0.251359	-0.012868	-0.028532	-0.030633	0.001961
0.735000	-0.035101	-0.019720	-0.105751	0.113156	-0.082730	0.190416	0.022233	-0.030633	0.001961
0.740000	0.121279	-0.097451	-0.105581	0.188024	0.004465	0.060582	0.047056	-0.030633	0.001961
0.745000	-0.191031	0.019474	-1.567057	1.578778	-0.041591	0.012999	0.018676	-0.030633	0.001961
0.750000	-0.151846	-0.097451	1.513227	1.523946	0.004819	-0.154065	-0.003627	0.071180	0.005146
0.755000	-0.112931	-0.019720	-0.272570	0.295697	0.213336	-0.119722	-0.038662	-0.030633	0.001961
0.760000	0.082364	-0.136347	-1.244648	1.254800	0.217986	-0.112185	0.041163	-0.030633	0.001961
0.765000	0.043359	0.175355	0.214079	0.280106	-0.005422	-0.078719	-0.018049	0.337076	-0.023366
0.770000	0.004354	0.136340	-0.918611	0.928684	0.206177	-0.115164	-0.036384	-0.030633	0.001961
0.775000	0.160375	-0.058496	0.866835	0.883484	0.171732	0.266608	0.028711	-0.338198	0.200075
0.780000	0.082364	0.097206	-0.107646	0.166795	-0.087300	-0.077081	-0.057042	-0.030633	0.001961
0.785000	-0.191211	-0.175541	-0.590330	0.644876	0.049559	0.217672	0.034696	-0.030633	0.001961
0.790000	0.043089	-0.019660	0.701922	0.703518	0.128696	0.091534	0.018277	-0.161038	0.185309
0.795000	-0.152026	0.136400	-0.432655	0.478442	0.079916	-0.087126	0.020649	-0.030633	0.001961
0.800000	0.004084	0.058370	-0.758171	0.760426	-0.000802	-0.148868	0.024522	-0.030633	0.001961
0.805000	-0.151756	0.019295	-0.597383	0.616659	-0.293967	-0.324942	-0.081222	-0.030633	0.001961
0.810000	-0.073836	-0.058556	0.540637	0.548789	-0.164968	0.053087	-0.007899	-0.128825	-0.303175
0.815000	-0.035011	-0.136466	0.216308	0.258143	0.343797	-0.014295	0.059216	0.035453	1.591351
0.820000	-0.190761	0.214490	0.053302	0.291953	-0.049545	-0.054264	-0.017650	0.987409	-0.927556
0.825000	-0.034651	-0.019481	-1.081106	1.081837	0.002390	0.121676	-0.013802	-0.030633	0.001961
0.830000	0.004354	0.058370	-1.235320	1.236706	-0.466451	0.430406	-0.036396	-0.030633	0.001961
0.835000	0.121369	-0.097810	-0.110588	0.191120	0.258653	-0.144132	-0.071492	-0.030633	0.001961
0.840000	-0.151846	-0.058556	0.215635	0.270156	-0.164788	-0.018362	-0.028181	0.054522	-0.762238
0.845000	-0.034651	0.292281	-0.431448	0.522280	0.073121	-0.082276	-0.046500	-0.030633	0.001961
0.850000	0.043179	-0.058675	0.215983	0.227938	-0.249373	-0.146359	-0.010222	0.647008	-1.152635
0.855000	0.043359	-0.058556	-0.435068	0.441126	0.088715	-0.079190	-0.018087	-0.030633	0.001961
0.860000	0.160285	0.175475	0.212542	0.318836	-0.426362	-0.141416	0.065428	0.634725	-2.004054
0.865000	0.199290	-0.097690	-0.109551	0.247510	0.174237	-0.004654	0.001844	-0.030633	0.001961
0.870000	-0.112841	-0.214377	0.216483	0.324893	0.262357	-0.221547	0.014682	0.992759	1.213862
0.875000	-0.113111	-0.058496	-0.269807	0.298349	0.045566	-0.051332	0.059252	-0.030633	0.001961
0.880000	0.004174	0.136400	0.700547	0.713715	0.037977	-0.250298	0.020602	0.326657	0.056171
0.885000	0.004354	0.175295	1.347097	1.358461	0.289882	-0.182332	-0.044564	0.104719	0.217151
0.890000	0.004354	0.136280	0.052102	0.145965	-0.214578	-0.114117	-0.052757	2.159650	-4.116503
0.895000	0.121369	0.253266	0.867188	0.911531	-0.094283	0.061201	-0.014128	-0.101206	-0.106762
0.900000	0.082364	-0.136407	0.216661	0.268948	0.090562	-0.213291	0.024790	0.953809	0.419949
0.905000	0.004264	-0.019601	1.026072	1.026268	-0.124316	-0.045653	-0.016103	0.013860	-0.119196
0.910000	-0.073836	0.136340	-0.432483	0.459436	0.079963	-0.015851	-0.016054	-0.030633	0.001961
0.915000	-0.151756	-0.097332	-0.109711	0.211045	-0.163108	-0.222747	0.008815	-0.030633	0.001961
0.920000	-0.034651	-0.175661	-0.594988	0.621344	0.219148	-0.116619	-0.079323	-0.030633	0.001961
0.925000	-0.034921	-0.019601	0.219955	0.223570	-0.504701	0.123188	0.014368	-0.590695	-2.292607
0.930000	0.082184	0.175415	0.052966	0.200824	-0.300639	-0.042712	0.049078	0.775766	-5.674118
0.935000	0.121549	-0.019541	0.212019	0.245170	-0.249858	-0.279396	-0.030223	1.287151	-1.176505
0.940000	0.160464	0.019415	0.862018	0.877041	-0.083172	-0.073484	-0.007956	0.054614	-0.094524
0.945000	-0.073836	0.136221	0.050203	0.162875	-0.129672	-0.117506	-0.048802	2.309984	-2.581001
0.950000	-0.034831	0.019415	-0.592222	0.593563	-0.042173	0.156085	0.002255	-0.030633	0.001961
0.955000	0.082364	-0.292527	0.218214	0.374130	0.012686	0.127200	-0.024357	-0.613544	0.060096
0.960000	0.121369	-0.097451	0.214769	0.265241	0.005226	-0.279690	0.026750	1.271652	0.026292
0.965000	0.004264	-0.058675	-0.431782	0.435772	-0.249148	0.123996	-0.040670	-0.030633	0.001961
0.970000	-0.190941	-0.097571	0.217528	0.305446	-0.079449	0.048033	-0.026210	-0.251446	-0.363277
0.975000	-0.035011	-0.175481	-0.429033	0.464854	0.007530	0.122099	0.051023	-0.030633	0.001961
0.980000	0.043359	0.136340	0.379683	0.405744	-0.046879	0.091692	-0.026242	-0.272129	-0.121509
0.985000	-0.073656	0.019415	0.378469	0.386058	0.210924	-0.049642	-0.048498	0.100534	0.559269
0.990000	-0.230036	0.136460	0.377102	0.462324	-0.130802	-0.259791	0.016740	0.658284	-0.344902
0.995000	-0.034741	-0.019660	0.047794	0.062271	-0.207154	-0.388108	-0.042618	8.089862	-4.332384
1.000000	-0.269131	0.136519	0.058300	0.307357	-0.047916	0.010742	0.043279	-0.214879	-0.819932
1.005000	0.082454	0.058370	-1.405589	1.409214	-0.085167	-0.009697	-0.036420	-0.030633	0.001961
1.010000	0.043449	0.136400	0.056226	0.153799	0.121627	0.227436	-0.030175	-4.075696	2.165159
1.015000	0.082274	0.097265	0.542182	0.556948	-0.003028	0.263478	-0.020362	-0.516591	-0.003623
1.020000	-0.074106	0.097385	-1.728526	1.732852	-0.002803	0.051701	0.053045	-0.030633	0.001961
1.025000	0.160105	-0.097571	0.378652	0.422530	-0.121521	-0.107620	0.065062	0.253587	-0.318969
1.030000	-0.034561	0.019415	-0.108339	0.115363	0.000390	-0.082020	-0.058663	-0.030633	0.001961
1.035000	0.043359	0.019474	-0.266522	0.270727	-0.295499	0.159871	-0.001700	-0.030633	0.001961
1.040000	0.043359	0.136340	0.381232	0.407193	0.036770	0.023552	-0.026242	-0.092412	0.098411
1.045000	0.277750	-0.331482	-0.109547	0.446123	0.099143	-0.273568	-0.046694	-0.030633	0.001961
1.050000	-0.034471	0.097325	0.864077	0.870224	0.166060	0.122407	-0.095330	-0.172295	0.194143
1.055000	-0.034921	0.370311	-1.077657	1.140041	-0.098809	0.258023	0.030805	-0.030633	0.001961
1.060000	0.082364	0.058549	0.054509	0.114818	-0.043555	-0.043028	0.033008	0.758752	-0.797085
1.065000	-0.191031	-0.019660	-0.108847	0.220742	-0.250748	-0.156143	-0.022265	-0.030633	0.001961
1.070000	-0.034921	0.019594	0.214949	0.218647	-0.252134	-0.081529	0.071683	0.348664	-1.171036
1.075000	0.082274	0.097385	-0.758513	0.769152	-0.086455	-0.077485	0.012386	-0.030633	0.001961
1.080000	-0.112931	-0.097571	0.540810	0.561025	-0.163324	0.119553	-0.005927	-0.251695	-0.300038
1.085000	-0.113021	0.214311	-1.243778	1.267157	-0.049490	-0.119797	0.014429	-0.030633	0.001961
1.090000	-0.073836	-0.019601	0.377104	0.384764	-0.208367	-0.049072	-0.016079	0.099497	-0.550585
1.095000	0.003904	-0.097511	0.055203	0.112121	-0.205620	0.158215	0.081483	-2.896693	-3.722838
1.100000	0.082364	0.175535	0.220113	0.293336	-0.091408	0.127382	0.041214	-0.609346	-0.413319
1.105000	0.043269	-0.019541	-0.589643	0.591552	0.127305	0.295247	0.010412	-0.030633	0.001961
1.110000	-0.074106	-0.097451	0.539251	0.552974	0.089591	-0.151530	0.077574	0.250369	0.168101
1.115000	0.004174	0.253505	-1.402481	1.425214	-0.262438	0.191629	0.061556	-0.030633	0.001961
1.120000	0.082454	0.058430	-0.434019	0.445629	-0.337778	-0.076935	-0.020046	-0.030633	0.001961
1.125000	-0.034741	0.175355	-1.894469	1.902884	-0.131675	-0.321049	-0.018026	-0.030633	0.001961
1.130000	0.004354	0.019355	-0.430754	0.431210	-0.084152	0.123784	-0.044589	-0.030633	0.001961
1.135000	0.082364	-0.214437	-0.753355	0.787598	0.262092	0.194437	0.008403	-0.030633	0.001961
1.140000	-0.151936	0.019594	-0.593601	0.613050	-0.041822	0.083178	0.041259	-0.030633	0.001961
1.145000	-0.269041	-0.019601	-0.591524	0.650130	-0.293717	0.078813	-0.026174	-0.030633	0.001961
1.150000	-0.073926	0.019355	0.538915	0.544306	-0.167893	-0.151161	-0.003954	0.249860	-0.309579
1.155000	0.043269	0.136400	0.217000	0.259935	0.248109	-0.010940	0.010438	0.019782	1.145321
1.160000	0.004264	0.019474	1.672975	1.673094	-0.125651	-0.181502	0.008464	0.077858	-0.073145
1.165000	0.004444	0.175236	0.213386	0.276154	0.079084	-0.080459	-0.081244	0.346428	0.372573
1.170000	0.004264	0.292281	1.028143	1.068889	-0.221962	0.022599	-0.016052	-0.052613	-0.213926
1.175000	-0.073926	-0.097511	0.057432	0.135174	0.130814	0.222661	0.020588	-3.907580	2.279683
1.180000	0.043179	-0.019660	0.540293	0.542372	-0.166652	-0.078254	-0.002029	0.114203	-0.306487
1.185000	-0.034921	-0.019541	-0.752655	0.753718	-0.083005	0.326273	0.030742	-0.030633	0.001961
1.190000	0.004174	0.097265	0.381412	0.393641	-0.214189	0.226514	-0.020338	-0.624516	-0.559608
1.195000	-0.035101	-0.019660	0.058989	0.071402	-0.041334	0.292613	0.038606	-4.991123	-0.698751
1.200000	-0.073836	-0.058317	1.030728	1.035013	-0.208349	0.087541	0.057596	-0.115564	-0.200177
1.205000	-0.034831	0.058430	-0.431790	0.437116	-0.001343	-0.014106	0.010448	-0.030633	0.001961
1.210000	-0.034921	-0.019601	0.221824	0.225410	0.253609	0.462449	0.014368	-2.115387	1.145248
1.215000	-0.112751	-0.058556	-0.759028	0.769587	-0.164159	-0.085373	-0.038346	-0.030633	0.001961
1.220000	-0.035011	-0.019720	-0.110059	0.117165	-0.081700	-0.081968	0.001927	-0.030633	0.001961
1.225000	-0.191211	-0.175362	1.028829	1.061039	-0.118647	0.082546	0.083817	-0.110865	-0.113361
